"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"c__Bacilli_A Class"	"Treatment"	"FMT"	"TreatmentFMT"	0.456654449207904	0.155521004796463	3.5432301550298	0.966568276932327	0.994616820034024	0.613530205243815	0.998277976753966	NA	"abundance"	111	4
"c__Chloroplast Class"	"Treatment"	"FMT"	"TreatmentFMT"	-0.861867084227723	0.155521004796463	0.845297720867748	0.190700566373408	0.994616820034024	0.345034426731677	0.998277976753966	NA	"abundance"	111	48
"d__Bacteria Kingdom"	"Treatment"	"FMT"	"TreatmentFMT"	-0.233052857263811	0.155521004796463	2.45539594830246	0.85001977756829	0.994616820034024	0.550642806346045	0.998277976753966	NA	"abundance"	111	4
"f__Coprobacillaceae Family"	"Treatment"	"FMT"	"TreatmentFMT"	0.862822645371149	0.155521004796463	4.57189904143876	0.905924150250089	0.994616820034024	0.628904685772351	0.998277976753966	NA	"abundance"	111	6
"f__Mitochondria Family"	"Treatment"	"FMT"	"TreatmentFMT"	-1.9060681579083	0.155521004796463	0.711497697929119	0.0167876538315095	0.994616820034024	0.0332934823418524	0.998277976753966	NA	"abundance"	111	11
"f__Oscillospiraceae_88309 Family"	"Treatment"	"FMT"	"TreatmentFMT"	0.414840150270199	0.155521004796463	0.791265210611853	0.884078512851152	0.994616820034024	0.628904685772351	0.998277976753966	NA	"abundance"	111	6
"f__Tissierellaceae Family"	"Treatment"	"FMT"	"TreatmentFMT"	2.50460923044499	0.155521004796463	2.143637014111	0.348689407376815	0.994616820034024	0.150154660655436	0.998277976753966	NA	"abundance"	111	7
"f__UBA1242 Family"	"Treatment"	"FMT"	"TreatmentFMT"	0.115129368186186	0.155521004796463	2.16442094837871	0.937803067287954	0.994616820034024	0.901896272267101	0.998277976753966	NA	"abundance"	111	11
"g__Acidovorax_F_589733"	"Treatment"	"FMT"	"TreatmentFMT"	1.52061209481724	0.155521004796463	1.27366259724127	0.390151570632493	0.994616820034024	0.628084893197985	0.998277976753966	NA	"abundance"	111	6
"g__Akkermansia"	"Treatment"	"FMT"	"TreatmentFMT"	1.00726325390195	0.155521004796463	1.16024921570069	0.5409559121341	0.994616820034024	0.789278525395364	0.998277976753966	NA	"abundance"	111	41
"g__Alistipes_A_871400"	"Treatment"	"FMT"	"TreatmentFMT"	-3.69758560898976	0.155521004796463	1.51769653554217	0.0483937343304791	0.994616820034024	0.0944455151385092	0.998277976753966	NA	"abundance"	111	7
"g__Anaerosalibacter"	"Treatment"	"FMT"	"TreatmentFMT"	0.102265910169821	0.155521004796463	1.39990315418906	0.905346585278922	0.994616820034024	0.99104073108164	0.998277976753966	NA	"abundance"	111	4
"g__Aneurinibacillus_B_362085"	"Treatment"	"FMT"	"TreatmentFMT"	1.02659293131891	0.155521004796463	1.15811973420615	0.540889917705403	0.994616820034024	0.789217932335449	0.998277976753966	NA	"abundance"	111	13
"g__Arthrobacter_E_386002"	"Treatment"	"FMT"	"TreatmentFMT"	-0.801181144984222	0.155521004796463	3.32036964238478	0.79702894006846	0.994616820034024	0.85694483133903	0.998277976753966	NA	"abundance"	111	3
"g__Bacillus_A"	"Treatment"	"FMT"	"TreatmentFMT"	0.573068606890587	0.155521004796463	1.20103822969894	0.828398532074568	0.994616820034024	0.857050342160327	0.998277976753966	NA	"abundance"	111	5
"g__Bacillus_P_294101"	"Treatment"	"FMT"	"TreatmentFMT"	0.731924758606787	0.155521004796463	1.04723898691017	0.68556968050518	0.994616820034024	0.901133574182386	0.998277976753966	NA	"abundance"	111	10
"g__Bacteroides_H_857956"	"Treatment"	"FMT"	"TreatmentFMT"	-0.297181472859208	0.155521004796463	0.622708169667723	0.37034622158078	0.994616820034024	0.550642806346042	0.998277976753966	NA	"abundance"	111	107
"g__Borkfalkia"	"Treatment"	"FMT"	"TreatmentFMT"	0.638749173058492	0.155521004796463	1.29101863606906	0.789898411649922	0.994616820034024	0.425449847038931	0.998277976753966	NA	"abundance"	111	17
"g__Brachybacterium"	"Treatment"	"FMT"	"TreatmentFMT"	0.726632801073302	0.155521004796463	2.22889189449702	0.856002023333076	0.994616820034024	0.857050342160327	0.998277976753966	NA	"abundance"	111	5
"g__Brevibacillus_D_362672"	"Treatment"	"FMT"	"TreatmentFMT"	0.726894334776313	0.155521004796463	1.20941224552813	0.75221511738237	0.994616820034024	0.938602651946167	0.998277976753966	NA	"abundance"	111	4
"g__Brevibacterium"	"Treatment"	"FMT"	"TreatmentFMT"	0.987309161360148	0.155521004796463	0.222613562951899	0.280196349195733	0.994616820034024	0.481882704288848	0.998277976753966	NA	"abundance"	111	3
"g__Burkholderia"	"Treatment"	"FMT"	"TreatmentFMT"	-2.82440517579375	0.155521004796463	0.783526633968162	0.164721822826526	0.994616820034024	0.302310366737759	0.998277976753966	NA	"abundance"	111	3
"g__C-19"	"Treatment"	"FMT"	"TreatmentFMT"	0.386875739626184	0.155521004796463	1.66918004356016	0.954933332329999	0.994616820034024	0.89371373444699	0.998277976753966	NA	"abundance"	111	9
"g__CAG-314"	"Treatment"	"FMT"	"TreatmentFMT"	-0.289702302998331	0.155521004796463	1.30019045164657	0.662189999681674	0.994616820034024	0.885884403684933	0.998277976753966	NA	"abundance"	111	15
