"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"f__Christensenellaceae Family"	"Genotype"	"HEMI"	"GenotypeHEMI"	-0.988341780468157	0.162279722298588	1.20669463455211	0.302478232789134	0.650732439052352	0.513463384267031	0.775882152755113	NA	"abundance"	73	6
"f__Coprobacillaceae Family"	"Genotype"	"HEMI"	"GenotypeHEMI"	2.22689073452414	0.162279722298588	0.132551353947706	0.0833556927269944	0.650732439052352	0.159763213943992	0.629994246963387	NA	"abundance"	73	3
"f__Peptostreptococcaceae_256921 Family"	"Genotype"	"HEMI"	"GenotypeHEMI"	1.06387787516348	0.162279722298588	0.382185380318213	0.15458269509031	0.650732439052352	0.285269580559237	0.629994246963387	NA	"abundance"	73	44
"g__Acidovorax_F_589733"	"Genotype"	"HEMI"	"GenotypeHEMI"	-1.20608162612574	0.162279722298588	1.16089016648664	0.217827184961801	0.650732439052352	0.130383831936289	0.629994246963387	NA	"abundance"	73	7
"g__Adlercreutzia_A_404257"	"Genotype"	"HEMI"	"GenotypeHEMI"	-0.155524870592573	0.162279722298588	0.376825495063748	0.156219334100155	0.650732439052352	0.288034187853614	0.629994246963387	NA	"abundance"	73	65
"g__Adlercreutzia_A_404260"	"Genotype"	"HEMI"	"GenotypeHEMI"	0.974270642780655	0.162279722298588	0.555985706580821	0.36401894004112	0.650732439052352	0.382947851663315	0.689848791079405	NA	"abundance"	73	41
"g__Akkermansia"	"Genotype"	"HEMI"	"GenotypeHEMI"	-0.319727148276059	0.162279722298588	0.83231308556543	0.36747243617074	0.650732439052352	0.599908880996221	0.775882152755113	NA	"abundance"	73	55
"g__Alistipes_A_871400"	"Genotype"	"HEMI"	"GenotypeHEMI"	1.85299148743638	0.162279722298588	1.4575596872585	0.345486095799663	0.650732439052352	0.571611549208432	0.775882152755113	NA	"abundance"	73	22
"g__Bifidobacterium_388775"	"Genotype"	"HEMI"	"GenotypeHEMI"	-0.278464608426918	0.162279722298588	0.510518550959772	0.187877764213355	0.650732439052352	0.3404574741409	0.647536764542496	NA	"abundance"	73	49
"g__Butyribacter"	"Genotype"	"HEMI"	"GenotypeHEMI"	3.27148549624856	0.162279722298588	1.63954805950353	0.123831755780073	0.650732439052352	0.23232920782057	0.629994246963387	NA	"abundance"	73	10
"g__CAG-314"	"Genotype"	"HEMI"	"GenotypeHEMI"	-1.46745735830758	0.162279722298588	1.74751502648008	0.323864051933464	0.650732439052352	0.130383831936288	0.629994246963387	NA	"abundance"	73	7
"g__CAG-873"	"Genotype"	"HEMI"	"GenotypeHEMI"	-0.229122382630423	0.162279722298588	0.380323779344416	0.116215913087693	0.650732439052352	0.21892568772058	0.629994246963387	NA	"abundance"	73	67
"g__Clostridium_T"	"Genotype"	"HEMI"	"GenotypeHEMI"	1.9507259578541	0.162279722298588	0.717474523831529	0.0518263203959368	0.650732439052352	0.100966673306091	0.629994246963387	NA	"abundance"	73	29
"g__COE1"	"Genotype"	"HEMI"	"GenotypeHEMI"	-0.878298290331819	0.162279722298588	1.13691145976911	0.261259334767037	0.650732439052352	0.454262229531159	0.746837902788516	NA	"abundance"	73	20
"g__Comamonas_F_589250"	"Genotype"	"HEMI"	"GenotypeHEMI"	1.06878042091414	0.162279722298588	0.59245505091828	0.317309853962777	0.650732439052352	0.388372418763541	0.689848791079405	NA	"abundance"	73	30
"g__Dubosiella"	"Genotype"	"HEMI"	"GenotypeHEMI"	-1.45509601900477	0.162279722298588	0.843680454113506	0.0320301477304903	0.650732439052352	0.0630343650973435	0.629994246963387	NA	"abundance"	73	64
"g__Duncaniella"	"Genotype"	"HEMI"	"GenotypeHEMI"	-0.231348310922802	0.162279722298588	0.288228841830397	0.0559263559618381	0.650732439052352	0.108724954632506	0.629994246963387	NA	"abundance"	73	62
