"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"f__Christensenellaceae Family"	"Injury"	"TBI"	"InjuryTBI"	4.61612034657887	0.287310369077072	2.85295253544577	0.20257211634811	0.864860524249234	0.364108770374468	0.8517188836199	NA	"abundance"	48	7
"f__Lachnospiraceae Family"	"Injury"	"TBI"	"InjuryTBI"	-0.33424949630611	0.287310369077072	2.06939659663282	0.717094820760396	0.864860524249234	0.919964659559408	0.966652815706849	NA	"abundance"	48	16
"f__Muribaculaceae Family"	"Injury"	"TBI"	"InjuryTBI"	-0.640119096078141	0.287310369077072	1.35545662526442	0.465625842020416	0.864860524249234	0.244333820013089	0.8517188836199	NA	"abundance"	48	9
"g__Adlercreutzia_A_404199"	"Injury"	"TBI"	"InjuryTBI"	-0.882935607248353	0.287310369077072	2.1870140208459	0.56306819184413	0.864860524249234	0.809090595021642	0.904626700204635	NA	"abundance"	48	11
"g__Adlercreutzia_A_404257"	"Injury"	"TBI"	"InjuryTBI"	0.914933693070407	0.287310369077072	0.419617629855962	0.388417469319206	0.864860524249234	0.197004364117279	0.8517188836199	NA	"abundance"	48	16
"g__Akkermansia"	"Injury"	"TBI"	"InjuryTBI"	-0.839138249512376	0.287310369077072	0.737619898761365	0.140389621374049	0.864860524249234	0.261069996958548	0.8517188836199	NA	"abundance"	48	44
"g__Alistipes_A_871400"	"Injury"	"TBI"	"InjuryTBI"	2.74412443013513	0.287310369077072	1.22681124225339	0.100633378450324	0.864860524249234	0.191139680042322	0.8517188836199	NA	"abundance"	48	12
"g__Bacteroides_H_857956"	"Injury"	"TBI"	"InjuryTBI"	0.00765536827439726	0.287310369077072	0.184037433876894	0.359961380342946	0.864860524249234	0.118054194384385	0.8517188836199	NA	"abundance"	48	47
"g__Bifidobacterium_388775"	"Injury"	"TBI"	"InjuryTBI"	1.9919079909214	0.287310369077072	0.993599468219803	0.15141534530837	0.864860524249234	0.279904083821886	0.8517188836199	NA	"abundance"	48	24
"g__Borkfalkia"	"Injury"	"TBI"	"InjuryTBI"	2.91027089485274	0.287310369077072	1.66552796718895	0.192230918525809	0.864860524249234	0.347509111014342	0.8517188836199	NA	"abundance"	48	8
"g__C-19"	"Injury"	"TBI"	"InjuryTBI"	3.30143332142921	0.287310369077072	1.88295438617091	0.159900598790255	0.864860524249234	0.294232996087028	0.8517188836199	NA	"abundance"	48	13
"g__CAG-873"	"Injury"	"TBI"	"InjuryTBI"	2.57323257688338	0.287310369077072	1.09357534133789	0.0792570612239366	0.864860524249234	0.152232440694018	0.8517188836199	NA	"abundance"	48	21
"g__Dubosiella"	"Injury"	"TBI"	"InjuryTBI"	-0.792465007274674	0.287310369077072	1.70911699076985	0.483400653324646	0.864860524249234	0.733125115014598	0.8517188836199	NA	"abundance"	48	33
"g__Enterococcus_H_360604"	"Injury"	"TBI"	"InjuryTBI"	-0.910552736648388	0.287310369077072	0.987674311590605	0.215322999575931	0.864860524249234	0.384282005005486	0.8517188836199	NA	"abundance"	48	33
"g__Enterorhabdus"	"Injury"	"TBI"	"InjuryTBI"	0.215150079298243	0.287310369077072	0.43646572321899	0.725103648153685	0.864860524249234	0.13637661332329	0.8517188836199	NA	"abundance"	48	14
"g__Eubacterium_R"	"Injury"	"TBI"	"InjuryTBI"	1.9529273904706	0.287310369077072	1.96909351339499	0.471043455542396	0.864860524249234	0.720204974075471	0.8517188836199	NA	"abundance"	48	7
"g__Lactobacillus"	"Injury"	"TBI"	"InjuryTBI"	1.63687681351625	0.287310369077072	1.61964432869112	0.467691230146818	0.864860524249234	0.441491685022186	0.8517188836199	NA	"abundance"	48	15
"g__Laedolimicola"	"Injury"	"TBI"	"InjuryTBI"	5.10229210456063	0.287310369077072	1.47349275125928	0.00924474074271087	0.864860524249234	0.0184040162540218	0.8517188836199	NA	"abundance"	48	15
"g__Lepagella"	"Injury"	"TBI"	"InjuryTBI"	2.97951234606395	0.287310369077072	0.990238160494314	0.0247591176696784	0.864860524249234	0.0489052214315759	0.8517188836199	NA	"abundance"	48	26
"g__Ligilactobacillus"	"Injury"	"TBI"	"InjuryTBI"	-2.11700785585542	0.287310369077072	2.96075274268058	0.402478785788035	0.864860524249234	0.642968398566659	0.8517188836199	NA	"abundance"	48	16
"g__MD308"	"Injury"	"TBI"	"InjuryTBI"	-0.79985549243981	0.287310369077072	0.7024556797614	0.226344884132117	0.864860524249234	0.401457761691452	0.8517188836199	NA	"abundance"	48	5
"g__Petralouisia"	"Injury"	"TBI"	"InjuryTBI"	3.00395740945839	0.287310369077072	1.69946527509314	0.273511094783903	0.864860524249234	0.459036454651759	0.8517188836199	NA	"abundance"	48	4
"g__Thomasclavelia"	"Injury"	"TBI"	"InjuryTBI"	-0.45892507036893	0.287310369077072	1.46963798860816	0.567586925608515	0.864860524249234	0.813018933095304	0.904626700204635	NA	"abundance"	48	10
"g__Turicibacter"	"Injury"	"TBI"	"InjuryTBI"	-3.81706968463132	0.287310369077072	2.41780133027124	0.0970603486754014	0.864860524249234	0.184699986065812	0.8517188836199	NA	"abundance"	48	23
"o__Lachnospirales Order"	"Injury"	"TBI"	"InjuryTBI"	0.993983105917754	0.287310369077072	0.591834480039758	0.431498840627691	0.864860524249234	0.676806431792341	0.8517188836199	NA	"abundance"	48	8
"f__Acutalibacteraceae Family"	"Injury"	"TBI"	"InjuryTBI"	2.0908088490199	0	4.95583755070018	0.673106702129353	0.864860524249234	0.673106702129353	0.8517188836199	NA	"prevalence"	48	3
"f__Christensenellaceae Family"	"Injury"	"TBI"	"InjuryTBI"	-0.712620501304942	0	1.21227317531385	0.556640889754719	0.864860524249234	0.364108770374468	0.8517188836199	NA	"prevalence"	48	7
"f__Coprobacillaceae Family"	"Injury"	"TBI"	"InjuryTBI"	0.426755012989422	0	1.17788018158056	0.717122134220999	0.864860524249234	0.919980113052317	0.966652815706849	NA	"prevalence"	48	16
"f__Dehalobacteriaceae Family"	"Injury"	"TBI"	"InjuryTBI"	1.72567138906489	0	4.96763331606503	0.728303599367776	0.864860524249234	0.728303599367776	0.8517188836199	NA	"prevalence"	48	2
"f__Lachnospiraceae Family"	"Injury"	"TBI"	"InjuryTBI"	0.426755012989425	0	1.17788018158056	0.717122134220996	0.864860524249234	0.919964659559408	0.966652815706849	NA	"prevalence"	48	16
"f__Muribaculaceae Family"	"Injury"	"TBI"	"InjuryTBI"	-1.61389722863086	0	1.06787937845697	0.130709381169386	0.864860524249234	0.244333820013089	0.8517188836199	NA	"prevalence"	48	9
"f__Oscillospiraceae_88309 Family"	"Injury"	"TBI"	"InjuryTBI"	2.96081374975103	0	4.94042742492529	0.548970743422575	0.864860524249234	0.548970743422575	0.8517188836199	NA	"prevalence"	48	7
"f__Peptostreptococcaceae_256921 Family"	"Injury"	"TBI"	"InjuryTBI"	3.11369307106606	0	4.93889701976289	0.528404782582522	0.864860524249234	0.528404782582522	0.8517188836199	NA	"prevalence"	48	8
"f__UBA1242 Family"	"Injury"	"TBI"	"InjuryTBI"	2.0908088490199	0	4.95583755070018	0.673106702129352	0.864860524249234	0.673106702129352	0.8517188836199	NA	"prevalence"	48	3
"g__Acutalibacter"	"Injury"	"TBI"	"InjuryTBI"	2.0908088490199	0	4.95583755070018	0.673106702129352	0.864860524249234	0.673106702129352	0.8517188836199	NA	"prevalence"	48	3
"g__Adlercreutzia_A_404257"	"Injury"	"TBI"	"InjuryTBI"	-1.92064904230411	0	1.18104058592415	0.103899762368784	0.864860524249234	0.197004364117279	0.8517188836199	NA	"prevalence"	48	16
"g__Adlercreutzia_A_404260"	"Injury"	"TBI"	"InjuryTBI"	2.96081374975103	0	4.94042742492528	0.548970743422575	0.864860524249234	0.548970743422575	0.8517188836199	NA	"prevalence"	48	7
"g__Akkermansia"	"Injury"	"TBI"	"InjuryTBI"	1.41231851308069	0	1.26571873763069	0.264497759793867	0.864860524249234	0.261069996958548	0.8517188836199	NA	"prevalence"	48	44
"g__Alistipes_A_871400"	"Injury"	"TBI"	"InjuryTBI"	-1.19235175589083	0	1.05082338630668	0.256508033669755	0.864860524249234	0.191139680042322	0.8517188836199	NA	"prevalence"	48	12
"g__Anaerocolumna"	"Injury"	"TBI"	"InjuryTBI"	2.36921334455248	0	4.94934990192118	0.632157881336467	0.864860524249234	0.632157881336467	0.8517188836199	NA	"prevalence"	48	4
"g__Anaerosporobacter"	"Injury"	"TBI"	"InjuryTBI"	2.59660920839697	0	4.94526014435005	0.599534324327667	0.864860524249234	0.599534324327667	0.8517188836199	NA	"prevalence"	48	5
"g__Bacteroides_H_857956"	"Injury"	"TBI"	"InjuryTBI"	3.5031273621017	0	1.86896877145887	0.0608803028284333	0.864860524249234	0.118054194384385	0.8517188836199	NA	"prevalence"	48	47
"g__Bifidobacterium_388775"	"Injury"	"TBI"	"InjuryTBI"	-1.16069634375445	0	1.17388081990841	0.32277643344654	0.864860524249234	0.279904083821886	0.8517188836199	NA	"prevalence"	48	24
"g__Blautia_A_141780"	"Injury"	"TBI"	"InjuryTBI"	1.72567138906489	0	4.96763331606503	0.728303599367775	0.864860524249234	0.728303599367775	0.8517188836199	NA	"prevalence"	48	2
"g__Borkfalkia"	"Injury"	"TBI"	"InjuryTBI"	-0.542313612352368	0	1.20396844008627	0.652394364988023	0.864860524249234	0.347509111014342	0.8517188836199	NA	"prevalence"	48	8
"g__C-19"	"Injury"	"TBI"	"InjuryTBI"	-1.07158361627849	0	1.04725943938801	0.306200763642883	0.864860524249234	0.294232996087028	0.8517188836199	NA	"prevalence"	48	13
"g__CAG-873"	"Injury"	"TBI"	"InjuryTBI"	-1.43163884512605	0	1.1750475780346	0.223084651929675	0.864860524249234	0.152232440694018	0.8517188836199	NA	"prevalence"	48	21
"g__Cellulosilyticum"	"Injury"	"TBI"	"InjuryTBI"	2.09080884901992	0	4.95583755070022	0.673106702129353	0.864860524249234	0.673106702129353	0.8517188836199	NA	"prevalence"	48	3
"g__Choladousia"	"Injury"	"TBI"	"InjuryTBI"	-0.547609094669658	0	1.03705854012046	0.597471102881647	0.864860524249234	0.837970486984682	0.907938878014431	NA	"prevalence"	48	18
"g__Clostridioides_A"	"Injury"	"TBI"	"InjuryTBI"	2.36921334455248	0	4.94934990192118	0.632157881336468	0.864860524249234	0.632157881336468	0.8517188836199	NA	"prevalence"	48	4
"g__Clostridium_F"	"Injury"	"TBI"	"InjuryTBI"	2.96081374975102	0	4.9404274249253	0.548970743422577	0.864860524249234	0.548970743422577	0.8517188836199	NA	"prevalence"	48	7
"g__Clostridium_J"	"Injury"	"TBI"	"InjuryTBI"	3.82962229857898	0	4.93447510905513	0.437692795327442	0.864860524249234	0.437692795327442	0.8517188836199	NA	"prevalence"	48	14
"g__Clostridium_T"	"Injury"	"TBI"	"InjuryTBI"	4.93476620722944	0	4.93345922728001	0.317182318298601	0.864860524249234	0.317182318298601	0.8517188836199	NA	"prevalence"	48	26
"g__COE1"	"Injury"	"TBI"	"InjuryTBI"	2.79050686079829	0	4.9424578375474	0.572346530714132	0.864860524249234	0.572346530714132	0.8517188836199	NA	"prevalence"	48	6
"g__Duncaniella"	"Injury"	"TBI"	"InjuryTBI"	-0.618731001698129	0	1.17578208607829	0.598728888248972	0.864860524249234	0.838981494874094	0.907938878014431	NA	"prevalence"	48	30
"g__Dysosmobacter"	"Injury"	"TBI"	"InjuryTBI"	2.79050686079829	0	4.9424578375474	0.572346530714132	0.864860524249234	0.572346530714132	0.8517188836199	NA	"prevalence"	48	6
"g__Enterocloster"	"Injury"	"TBI"	"InjuryTBI"	2.0908088490199	0	4.95583755070018	0.673106702129352	0.864860524249234	0.673106702129352	0.8517188836199	NA	"prevalence"	48	3
"g__Enterococcus_H_360604"	"Injury"	"TBI"	"InjuryTBI"	-3.92988237509274	0	4.93413466355868	0.425759831446421	0.864860524249234	0.384282005005486	0.8517188836199	NA	"prevalence"	48	33
