"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"f__Muribaculaceae Family"	"Sex"	"F"	"SexF"	-1.34867484502314	0.0707771090052037	0.34356897583429	0.000270359560881506	0.045420406228093	0.000540646027470852	0.0383125607319105	NA	"abundance"	73	64
"g__Duncaniella"	"Sex"	"F"	"SexF"	-0.971035711374612	0.0707771090052037	0.258729063513729	0.000789949705812587	0.0663557752882573	0.000789949705812587	0.0383125607319105	NA	"abundance"	73	62
"f__Lachnospiraceae Family"	"Sex"	"F"	"SexF"	-1.54489382720274	0	0.502371478272862	0.00210359954136465	0.0883511807373155	0.00420277395169888	0.101917268328698	NA	"prevalence"	73	39
"g__Granulimonas"	"Sex"	"F"	"SexF"	-1.57012980157855	0	0.507949597925325	0.00199407472036779	0.0883511807373155	0.00398417310674516	0.101917268328698	NA	"prevalence"	73	41
"g__Schaedlerella"	"Sex"	"F"	"SexF"	-1.83632977559588	0	0.613276140907133	0.002750797014453	0.0924267796856209	0.00549402714469129	0.106584126607011	NA	"prevalence"	73	20
"g__Parasutterella_564865"	"Sex"	"F"	"SexF"	-1.75908458170826	0	0.61242422459621	0.00407457008277571	0.11408796231772	0.00813253804419198	0.131476031714437	NA	"prevalence"	73	53
"g__Eubacterium_F"	"Sex"	"F"	"SexF"	-2.33113415646768	0.0707771090052037	0.827235154227242	0.00808959812746179	0.194150355059083	0.0161137546570598	0.223290600247828	NA	"abundance"	73	22
"g__Faecalibaculum"	"Sex"	"F"	"SexF"	-2.14196128083045	0.0707771090052037	0.908921329038947	0.0191251709034932	0.247156054752835	0.0378845696448986	0.290273635100498	NA	"abundance"	73	31
"g__Parasutterella_564865"	"Sex"	"F"	"SexF"	-1.42838206329787	0.0707771090052037	0.617115143720801	0.017197042366043	0.247156054752835	0.00813253804419198	0.131476031714437	NA	"abundance"	73	53
"g__Suilimivivens"	"Sex"	"F"	"SexF"	2.45540191969769	0.0707771090052037	0.777642666589821	0.0160471076637284	0.247156054752835	0.0318367056630855	0.290273635100498	NA	"abundance"	73	12
"g__Acutalibacter"	"Sex"	"F"	"SexF"	-1.31841611827159	0	0.529962082459525	0.0128552054896499	0.247156054752835	0.0255451546711188	0.290273635100498	NA	"prevalence"	73	24
"g__Eubacterium_G_180878"	"Sex"	"F"	"SexF"	-1.36907252028961	0	0.580085630824923	0.0182689546690207	0.247156054752835	0.0362041546333427	0.290273635100498	NA	"prevalence"	73	19
"g__Lactobacillus"	"Sex"	"F"	"SexF"	1.26536842491598	0	0.514738115112062	0.0139605784050953	0.247156054752835	0.0277262590607859	0.290273635100498	NA	"prevalence"	73	47
"g__Acetatifactor"	"Sex"	"F"	"SexF"	-1.37340424715213	0	0.622947433559675	0.0274760503599019	0.306655775508769	0.0541971673764239	0.348943396564645	NA	"prevalence"	73	16
"g__Romboutsia_D_247318"	"Sex"	"F"	"SexF"	-1.37340424715213	0	0.622947433559675	0.0274760503599018	0.306655775508769	0.0541971673764238	0.348943396564645	NA	"prevalence"	73	16
"g__Sporofaciens"	"Sex"	"F"	"SexF"	-1.04997337523419	0	0.481483659582408	0.0292053119532161	0.306655775508769	0.0575576736601476	0.348943396564645	NA	"prevalence"	73	35
"f__Peptostreptococcaceae_256921 Family"	"Sex"	"F"	"SexF"	-0.784825321591684	0.0707771090052037	0.39748104629195	0.0371267448457835	0.331991479298239	0.0728750945087231	0.415816715726243	NA	"abundance"	73	44
"f__Muribaculaceae Family"	"Sex"	"F"	"SexF"	-2.07659988084757	0	0.992932183737881	0.0364938899455222	0.331991479298239	0.000540646027470852	0.0383125607319105	NA	"prevalence"	73	64
"g__Eubacterium_F"	"Sex"	"F"	"SexF"	-1.0962948540941	0	0.532517507432343	0.0395227951545523	0.331991479298239	0.0161137546570598	0.223290600247828	NA	"prevalence"	73	22
"g__Parvibacter"	"Sex"	"F"	"SexF"	-4.18180569313409	0	2.02487657926693	0.0389026521268709	0.331991479298239	0.0389026521268709	0.290273635100498	NA	"prevalence"	73	11
"g__Adlercreutzia_A_404257"	"Sex"	"F"	"SexF"	-1.91383263976916	0	1.000743965405	0.0558236426329293	0.446589141063435	0.10853100618905	0.554571073225384	NA	"prevalence"	73	65
"g__Enterococcus_H_360604"	"Sex"	"F"	"SexF"	1.45881115794834	0	0.793510989441666	0.0659996709838271	0.503997487512861	0.127643385397681	0.554571073225384	NA	"prevalence"	73	10
"f__Lachnospiraceae Family"	"Sex"	"F"	"SexF"	1.50594723583565	0.0707771090052037	0.739615166480806	0.0814656152543167	0.506897161582415	0.00420277395169888	0.101917268328698	NA	"abundance"	73	39
"g__Dubosiella"	"Sex"	"F"	"SexF"	-1.37099677218251	0.0707771090052037	0.844655317412027	0.0803028894016738	0.506897161582415	0.15415722475709	0.554571073225384	NA	"abundance"	73	64
"g__UBA3282"	"Sex"	"F"	"SexF"	1.56224612422296	0.0707771090052037	0.718791646079159	0.0749916492984036	0.506897161582415	0.144359551132313	0.554571073225384	NA	"abundance"	73	17
"g__Choladousia"	"Sex"	"F"	"SexF"	-1.78730472113297	0	1.00923039746906	0.0765676738932442	0.506897161582415	0.147272739101066	0.554571073225384	NA	"prevalence"	73	7
"g__Ligilactobacillus"	"Sex"	"F"	"SexF"	-0.933527613014992	0	0.517687768451589	0.0713467947970501	0.506897161582415	0.137603224466288	0.554571073225384	NA	"prevalence"	73	23
"g__Akkermansia"	"Sex"	"F"	"SexF"	1.49527736343886	0.0707771090052037	0.807767245257939	0.108522787917594	0.588123495811479	0.205268380337782	0.554571073225384	NA	"abundance"	73	55
"g__MD308"	"Sex"	"F"	"SexF"	1.78917575116801	0.0707771090052037	0.915531955068357	0.0988044145892442	0.588123495811479	0.187846516836165	0.554571073225384	NA	"abundance"	73	17
"g__CAG-873"	"Sex"	"F"	"SexF"	-3.38143284101906	0	2.06732459026112	0.10191150470576	0.588123495811479	0.193437054620129	0.554571073225384	NA	"prevalence"	73	67
"g__Lachnoclostridium_B"	"Sex"	"F"	"SexF"	1.29604391686993	0	0.80326449763251	0.106642233735398	0.588123495811479	0.201911901454722	0.554571073225384	NA	"prevalence"	73	9
"g__Adlercreutzia_A_404257"	"Sex"	"F"	"SexF"	-0.477466866481181	0.0707771090052037	0.372508718589305	0.127762722470746	0.612437311397293	0.10853100618905	0.554571073225384	NA	"abundance"	73	65
"g__Pelethenecus"	"Sex"	"F"	"SexF"	2.61435483911692	0.0707771090052037	1.39545293760478	0.130036611575715	0.612437311397293	0.243163702801336	0.554571073225384	NA	"abundance"	73	8
"g__UBA946"	"Sex"	"F"	"SexF"	-1.91659142723908	0.0707771090052037	0.38793956983559	0.131236566727991	0.612437311397293	0.245250097009432	0.554571073225384	NA	"abundance"	73	3
"g__Hominilimicola"	"Sex"	"F"	"SexF"	-3.20609830824775	0	2.04797556184875	0.117466567830404	0.612437311397293	0.117466567830404	0.554571073225384	NA	"prevalence"	73	5
"g__Staphylococcus"	"Sex"	"F"	"SexF"	-1.58032008591183	0	1.02371905867835	0.122659848472269	0.612437311397293	0.230274258517298	0.554571073225384	NA	"prevalence"	73	6
"g__Lactobacillus"	"Sex"	"F"	"SexF"	1.82390538038408	0.0707771090052037	1.11625257443195	0.143681665069021	0.618936403374244	0.0277262590607859	0.290273635100498	NA	"abundance"	73	47
"f__Christensenellaceae Family"	"Sex"	"F"	"SexF"	1.52722425688798	0	1.02563392316154	0.136473159546024	0.618936403374244	0.254321395815573	0.554571073225384	NA	"prevalence"	73	6
"g__COE1"	"Sex"	"F"	"SexF"	0.790931647156364	0	0.537467835969306	0.141131952146245	0.618936403374244	0.262345676375881	0.554571073225384	NA	"prevalence"	73	20
"g__Pelethenecus"	"Sex"	"F"	"SexF"	-1.17276195073408	0	0.815643331640961	0.150480381600143	0.632017602720599	0.243163702801336	0.554571073225384	NA	"prevalence"	73	8
"g__Romboutsia_B"	"Sex"	"F"	"SexF"	-0.877280068371561	0.0707771090052037	0.712288244194228	0.161725482356333	0.646901929425334	0.297295833069278	0.554571073225384	NA	"abundance"	73	57
"g__Limosilactobacillus"	"Sex"	"F"	"SexF"	2.93399924255954	0	2.0849697483894	0.159363852892941	0.646901929425334	0.159363852892941	0.554571073225384	NA	"prevalence"	73	4
"g__Acetatifactor"	"Sex"	"F"	"SexF"	1.68479247169646	0.0707771090052037	1.40041654444326	0.291177891103292	0.676154286935962	0.0541971673764239	0.348943396564645	NA	"abundance"	73	16
"g__Acutalibacter"	"Sex"	"F"	"SexF"	1.21282984780182	0.0707771090052037	0.823369897407165	0.217123895571565	0.676154286935962	0.0255451546711188	0.290273635100498	NA	"abundance"	73	24
"g__Adlercreutzia_A_404260"	"Sex"	"F"	"SexF"	0.765492250578618	0.0707771090052037	0.555793284270271	0.293045841769943	0.676154286935962	0.500215818161232	0.782595715510314	NA	"abundance"	73	41
"g__Eubacterium_G_180878"	"Sex"	"F"	"SexF"	1.14857432961798	0.0707771090052037	0.858783332547141	0.266317558895047	0.676154286935962	0.0362041546333427	0.290273635100498	NA	"abundance"	73	19
"g__Pseudomonas_E_647464"	"Sex"	"F"	"SexF"	-0.956927912356073	0.0707771090052037	0.854453517431954	0.288769005316904	0.676154286935962	0.494150472202093	0.782595715510314	NA	"abundance"	73	5
"g__Romboutsia_D_247318"	"Sex"	"F"	"SexF"	-0.898009159164567	0.0707771090052037	0.805391177054735	0.218495994678669	0.676154286935962	0.0541971673764238	0.348943396564645	NA	"abundance"	73	16
"g__Thomasclavelia"	"Sex"	"F"	"SexF"	-1.89358706023888	0.0707771090052037	1.6489350658394	0.269536539172633	0.676154286935962	0.466423132396106	0.76683125156648	NA	"abundance"	73	7
"g__Ventrisoma"	"Sex"	"F"	"SexF"	-1.09081811762738	0.0707771090052037	0.71442141573113	0.231413624824385	0.676154286935962	0.409274983894408	0.708922739959957	NA	"abundance"	73	4
"g__WRAF01"	"Sex"	"F"	"SexF"	-1.66289341089318	0.0707771090052037	1.16864640499117	0.196610062787034	0.676154286935962	0.354564608784946	0.636903093558144	NA	"abundance"	73	6
"c__Chloroplast Class"	"Sex"	"F"	"SexF"	-2.26625295831939	0	2.1085354689268	0.282464485134983	0.676154286935962	0.282464485134983	0.554571073225384	NA	"prevalence"	73	2
"f__Borkfalkiaceae Family"	"Sex"	"F"	"SexF"	2.24032099246411	0	2.13402369401395	0.293805136585264	0.676154286935962	0.293805136585264	0.554571073225384	NA	"prevalence"	73	2
"f__Clostridiaceae_222000 Family"	"Sex"	"F"	"SexF"	2.63635417396723	0	2.10201918958982	0.209769024895649	0.676154286935962	0.209769024895649	0.554571073225384	NA	"prevalence"	73	3
"f__Coprobacillaceae Family"	"Sex"	"F"	"SexF"	-2.66408147676002	0	2.07598049993002	0.199391091845585	0.676154286935962	0.199391091845585	0.554571073225384	NA	"prevalence"	73	3
"g__1XD8-76"	"Sex"	"F"	"SexF"	2.24032099246411	0	2.13402369401395	0.293805136585264	0.676154286935962	0.293805136585264	0.554571073225384	NA	"prevalence"	73	2
"g__Acidovorax_F_589733"	"Sex"	"F"	"SexF"	-0.965777315512939	0	0.833503905435414	0.246580281211855	0.676154286935962	0.432358727341192	0.735768360563082	NA	"prevalence"	73	7
"g__Alistipes_A_871400"	"Sex"	"F"	"SexF"	-0.553802191025739	0	0.511830171674542	0.279250839160512	0.676154286935962	0.480520647149174	0.776841712891164	NA	"prevalence"	73	22
"g__Avispirillum"	"Sex"	"F"	"SexF"	2.24032099246411	0	2.13402369401395	0.293805136585265	0.676154286935962	0.293805136585265	0.554571073225384	NA	"prevalence"	73	2
"g__C-19"	"Sex"	"F"	"SexF"	2.24032099246411	0	2.13402369401396	0.293805136585265	0.676154286935962	0.293805136585265	0.554571073225384	NA	"prevalence"	73	2
"g__Clostridium_AQ"	"Sex"	"F"	"SexF"	2.24032099246411	0	2.13402369401395	0.293805136585264	0.676154286935962	0.293805136585264	0.554571073225384	NA	"prevalence"	73	2
"g__Clostridium_J"	"Sex"	"F"	"SexF"	2.2403209924641	0	2.13402369401395	0.293805136585266	0.676154286935962	0.293805136585266	0.554571073225384	NA	"prevalence"	73	2
"g__Comamonas_F_589250"	"Sex"	"F"	"SexF"	0.62969281608764	0	0.479188307791754	0.188818550310308	0.676154286935962	0.34198465567933	0.625896445299906	NA	"prevalence"	73	30
"g__Enterocloster"	"Sex"	"F"	"SexF"	2.24032099246409	0	2.13402369401396	0.293805136585269	0.676154286935962	0.293805136585269	0.554571073225384	NA	"prevalence"	73	2
"g__Enterococcus_B"	"Sex"	"F"	"SexF"	2.2403209924641	0	2.13402369401395	0.293805136585266	0.676154286935962	0.293805136585266	0.554571073225384	NA	"prevalence"	73	2
"g__Ileibacterium"	"Sex"	"F"	"SexF"	2.63635417396723	0	2.10201918958982	0.209769024895649	0.676154286935962	0.209769024895649	0.554571073225384	NA	"prevalence"	73	3
"g__Lawsonibacter"	"Sex"	"F"	"SexF"	0.668113272296986	0	0.605033702833136	0.269481260928892	0.676154286935962	0.466342371865959	0.76683125156648	NA	"prevalence"	73	14
"g__Lientehia"	"Sex"	"F"	"SexF"	2.24032099246411	0	2.13402369401396	0.293805136585265	0.676154286935962	0.293805136585265	0.554571073225384	NA	"prevalence"	73	2
"g__Paraclostridium"	"Sex"	"F"	"SexF"	2.63635417396723	0	2.10201918958982	0.209769024895648	0.676154286935962	0.209769024895648	0.554571073225384	NA	"prevalence"	73	3
"g__Streptococcus"	"Sex"	"F"	"SexF"	-2.26625295831939	0	2.1085354689268	0.282464485134983	0.676154286935962	0.282464485134983	0.554571073225384	NA	"prevalence"	73	2
"g__UBA7173"	"Sex"	"F"	"SexF"	2.63635417396723	0	2.10201918958982	0.209769024895649	0.676154286935962	0.209769024895649	0.554571073225384	NA	"prevalence"	73	3
"g__UBA9414"	"Sex"	"F"	"SexF"	1.28553500697233	0	1.04677849827419	0.219414331608401	0.676154286935962	0.39068601430164	0.689028061586529	NA	"prevalence"	73	5
"o__Lachnospirales Order"	"Sex"	"F"	"SexF"	-2.26625295831939	0	2.1085354689268	0.282464485134983	0.676154286935962	0.282464485134983	0.554571073225384	NA	"prevalence"	73	2
"g__Adlercreutzia_A_404199"	"Sex"	"F"	"SexF"	-0.348794831930079	0.0707771090052037	0.460602271880339	0.301013461697278	0.683381913042468	0.511417819271577	0.787421086814968	NA	"abundance"	73	52
"g__Comamonas_F_589250"	"Sex"	"F"	"SexF"	-0.50841788871027	0.0707771090052037	0.625808915261178	0.309861927264711	0.684957944479888	0.34198465567933	0.625896445299906	NA	"abundance"	73	30
"g__Lacrimispora"	"Sex"	"F"	"SexF"	-1.50464538020101	0.0707771090052037	1.22161137898406	0.308870648178459	0.684957944479888	0.522340219050737	0.791671894498774	NA	"abundance"	73	4
"g__Dubosiella"	"Sex"	"F"	"SexF"	-0.717351364259022	0	0.728013724906013	0.32445012988996	0.707891192487185	0.15415722475709	0.554571073225384	NA	"prevalence"	73	64
"g__Butyribacter"	"Sex"	"F"	"SexF"	-1.62437959397435	0.0707771090052037	1.78686198382025	0.347698058488645	0.714611574262897	0.574502177100517	0.828389609925984	NA	"abundance"	73	10
"g__Enterorhabdus"	"Sex"	"F"	"SexF"	-0.294160148880223	0.0707771090052037	0.464179668752985	0.361127199852059	0.714611574262897	0.591841545231129	0.828389609925984	NA	"abundance"	73	42
"g__Petralouisia"	"Sex"	"F"	"SexF"	1.0446659600542	0.0707771090052037	0.929929495829185	0.349868444608505	0.714611574262897	0.577328960684235	0.828389609925984	NA	"abundance"	73	23
"g__Bifidobacterium_388775"	"Sex"	"F"	"SexF"	-0.451136766955593	0	0.498855313515272	0.365813067777436	0.714611574262897	0.597806934998133	0.828389609925984	NA	"prevalence"	73	49
"g__Eubacterium_R"	"Sex"	"F"	"SexF"	0.987889938380018	0	1.08033839427934	0.360492840041701	0.714611574262897	0.59103059236207	0.828389609925984	NA	"prevalence"	73	4
"g__Lacrimispora"	"Sex"	"F"	"SexF"	0.987889938380017	0	1.08033839427934	0.360492840041701	0.714611574262897	0.522340219050737	0.791671894498774	NA	"prevalence"	73	4
"g__Lepagella"	"Sex"	"F"	"SexF"	-0.476372741331405	0	0.511403238542875	0.35159435308543	0.714611574262897	0.579570117049298	0.828389609925984	NA	"prevalence"	73	51
"g__Ventrisoma"	"Sex"	"F"	"SexF"	-1.0383032544241	0	1.07865279180155	0.335751985106045	0.714611574262897	0.409274983894408	0.708922739959957	NA	"prevalence"	73	4
"g__Lawsonibacter"	"Sex"	"F"	"SexF"	0.889504986404928	0.0707771090052037	0.79453163534046	0.376983229608532	0.722784071245663	0.466342371865959	0.76683125156648	NA	"abundance"	73	14
"g__UBA3282"	"Sex"	"F"	"SexF"	-0.487543685440338	0	0.553727026415735	0.3786011801763	0.722784071245663	0.144359551132313	0.554571073225384	NA	"prevalence"	73	17
"g__Porcincola"	"Sex"	"F"	"SexF"	1.44666816572603	0.0707771090052037	1.45973407695392	0.403262702140848	0.761214988310814	0.643904597343757	0.879700647075274	NA	"abundance"	73	9
"g__Anaerotruncus"	"Sex"	"F"	"SexF"	1.71058975570857	0.0707771090052037	1.22070816672012	0.424208611362804	0.766702229039552	0.66846427677125	0.888233354065907	NA	"abundance"	73	3
"g__Ligilactobacillus"	"Sex"	"F"	"SexF"	-1.26547084565434	0.0707771090052037	1.74767320812354	0.424424448218323	0.766702229039552	0.137603224466288	0.554571073225384	NA	"abundance"	73	23
"g__Clostridium_T"	"Sex"	"F"	"SexF"	-0.38419832469751	0	0.477101637438789	0.420660637892081	0.766702229039552	0.664365903512389	0.888233354065907	NA	"prevalence"	73	29
"g__Faecalibaculum"	"Sex"	"F"	"SexF"	-0.37973566587566	0	0.47233760477443	0.421426037186778	0.766702229039552	0.0378845696448986	0.290273635100498	NA	"prevalence"	73	31
"g__COE1"	"Sex"	"F"	"SexF"	1.0847534021415	0.0707771090052037	1.1779014728879	0.437835800827951	0.774278047779956	0.262345676375881	0.554571073225384	NA	"abundance"	73	20
"g__Staphylococcus"	"Sex"	"F"	"SexF"	-1.42102472649586	0.0707771090052037	1.8248464967585	0.435762748078491	0.774278047779956	0.230274258517298	0.554571073225384	NA	"abundance"	73	6
"g__Clostridium_T"	"Sex"	"F"	"SexF"	0.758073904713902	0.0707771090052037	0.788551736030376	0.452808210833162	0.784245148659497	0.664365903512389	0.888233354065907	NA	"abundance"	73	29
"g__Dorea_D_143701"	"Sex"	"F"	"SexF"	-0.764338785675612	0.0707771090052037	0.768981484155924	0.449046091164344	0.784245148659497	0.696449790338712	0.912913914362906	NA	"abundance"	73	3
"g__Acidovorax_F_589733"	"Sex"	"F"	"SexF"	-0.606691634510002	0.0707771090052037	0.953698372639753	0.463845022713894	0.795162896080961	0.432358727341192	0.735768360563082	NA	"abundance"	73	7
"g__Novosphingobium"	"Sex"	"F"	"SexF"	-0.392116157566938	0.0707771090052037	0.717095705351183	0.479227434408007	0.797130781985595	0.728795934926733	0.925155831590818	NA	"abundance"	73	8
"g__Butyribacter"	"Sex"	"F"	"SexF"	-0.479083699663755	0	0.67698924355727	0.479151384469372	0.797130781985595	0.574502177100517	0.828389609925984	NA	"prevalence"	73	10
"g__Dysosmobacter"	"Sex"	"F"	"SexF"	-0.479083699663755	0	0.676989243557269	0.479151384469371	0.797130781985595	0.728716719699827	0.925155831590818	NA	"prevalence"	73	10
"g__Laedolimicola"	"Sex"	"F"	"SexF"	0.511607015715159	0	0.747964968259005	0.49397602909234	0.797961277764549	0.743939740866843	0.925155831590818	NA	"prevalence"	73	8
"g__NK4A144"	"Sex"	"F"	"SexF"	0.511607015715159	0	0.747964968259006	0.49397602909234	0.797961277764549	0.743939740866843	0.925155831590818	NA	"prevalence"	73	8
"g__Novosphingobium"	"Sex"	"F"	"SexF"	0.511607015715159	0	0.747964968259006	0.49397602909234	0.797961277764549	0.728795934926733	0.925155831590818	NA	"prevalence"	73	8
"g__Schaedlerella"	"Sex"	"F"	"SexF"	-0.40282509883558	0.0707771090052037	0.827414334539712	0.511747638912572	0.818796222260115	0.00549402714469129	0.106584126607011	NA	"abundance"	73	20
"g__UBA9414"	"Sex"	"F"	"SexF"	1.92790242594769	0.0707771090052037	2.5114794524964	0.528578742343875	0.837747440695953	0.39068601430164	0.689028061586529	NA	"abundance"	73	5
"o__Christensenellales Order"	"Sex"	"F"	"SexF"	0.925258661442325	0.0707771090052037	1.16833537645947	0.543439854547831	0.853251360411547	0.791552833584694	0.968512108352025	NA	"abundance"	73	6
"g__Enterenecus"	"Sex"	"F"	"SexF"	0.617710588536325	0.0707771090052037	0.742577394905406	0.560284057621412	0.861384261117075	0.80664989001811	0.968512108352025	NA	"abundance"	73	7
"g__Bacteroides_H_857956"	"Sex"	"F"	"SexF"	0.277484786138987	0	0.486159873963044	0.568156516698703	0.861384261117075	0.813511205930202	0.968512108352025	NA	"prevalence"	73	47
"g__Brotaphodocola"	"Sex"	"F"	"SexF"	-0.640474735983473	0	1.14005203075318	0.57425617407805	0.861384261117075	0.81874219468934	0.968512108352025	NA	"prevalence"	73	3
"g__Dorea_D_143701"	"Sex"	"F"	"SexF"	-0.640474735983474	0	1.14005203075318	0.57425617407805	0.861384261117075	0.696449790338712	0.912913914362906	NA	"prevalence"	73	3
"g__Suilimivivens"	"Sex"	"F"	"SexF"	0.356198567108551	0	0.627314859169814	0.570160831186634	0.861384261117075	0.0318367056630855	0.290273635100498	NA	"prevalence"	73	12
"g__Alistipes_A_871400"	"Sex"	"F"	"SexF"	0.939913948164995	0.0707771090052037	1.5201523205853	0.607285065721029	0.879516302078731	0.480520647149174	0.776841712891164	NA	"abundance"	73	22
"g__Borkfalkia"	"Sex"	"F"	"SexF"	0.920147628195463	0.0707771090052037	1.32717716209985	0.601593974099466	0.879516302078731	0.841272638526143	0.983174047434167	NA	"abundance"	73	5
"g__Anaerotruncus"	"Sex"	"F"	"SexF"	0.591856756876896	0	1.14136037220972	0.60407193438938	0.879516302078731	0.66846427677125	0.888233354065907	NA	"prevalence"	73	3
"g__UBA946"	"Sex"	"F"	"SexF"	0.591856756876897	0	1.14136037220972	0.60407193438938	0.879516302078731	0.245250097009432	0.554571073225384	NA	"prevalence"	73	3
"g__Dysosmobacter"	"Sex"	"F"	"SexF"	0.816213676670939	0.0707771090052037	1.29293701849674	0.619367315377001	0.889347940028514	0.728716719699827	0.925155831590818	NA	"abundance"	73	10
"g__Borkfalkia"	"Sex"	"F"	"SexF"	-0.423760484025222	0	0.900122127428244	0.637797063641979	0.900419383965147	0.841272638526143	0.983174047434167	NA	"prevalence"	73	5
"g__Pseudomonas_E_647464"	"Sex"	"F"	"SexF"	-0.423760484025223	0	0.900122127428243	0.637797063641979	0.900419383965147	0.494150472202093	0.782595715510314	NA	"prevalence"	73	5
"g__Hominisplanchenecus_A"	"Sex"	"F"	"SexF"	-0.326779377043202	0	0.776567719345751	0.67390143188212	0.935664797985093	0.893659723871469	0.999274818043865	NA	"prevalence"	73	7
