"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"g__Turicibacter"	"Sex"	"F"	"SexF"	2.95747793501935	0	0.755302417533352	9.01718420658582e-05	0.0132552607836811	0.000180335553170615	0.0142465087004786	NA	"prevalence"	48	23
"g__Lachnotalea"	"Sex"	"F"	"SexF"	-8.62035426661756	-0.241182201688825	1.24992905346204	0.00306046181653086	0.224943943515018	0.00611155720653127	0.241406509657985	NA	"abundance"	48	6
"g__Romboutsia_B"	"Sex"	"F"	"SexF"	2.05450495040787	0	0.805910500923426	0.0107940436118546	0.528908136980878	0.0214715758462147	0.56541816395032	NA	"prevalence"	48	14
"f__Lachnospiraceae Family"	"Sex"	"F"	"SexF"	1.94471895034999	-0.241182201688825	0.948665549216164	0.030520990977112	0.681059435966646	0.0601104510639991	0.714180142638378	NA	"abundance"	48	16
"g__Dubosiella"	"Sex"	"F"	"SexF"	1.75747251810117	-0.241182201688825	0.938515066900879	0.0324314017126974	0.681059435966646	0.0638110076083445	0.714180142638378	NA	"abundance"	48	33
"g__Eubacterium_R"	"Sex"	"F"	"SexF"	3.866515944785	-0.241182201688825	1.28457200371523	0.0219603846237173	0.681059435966646	0.043438510754613	0.714180142638378	NA	"abundance"	48	7
"g__Adlercreutzia_A_404257"	"Sex"	"F"	"SexF"	-1.3951483294371	0	0.64408353625467	0.0303036670178861	0.681059435966646	0.0596890218010412	0.714180142638378	NA	"prevalence"	48	16
"g__CAG-314"	"Sex"	"F"	"SexF"	-2.65438610115142	-0.241182201688825	0.907860170363029	0.0407077508875413	0.706318169070185	0.0797583807927605	0.714180142638378	NA	"abundance"	48	12
"f__Christensenellaceae Family"	"Sex"	"F"	"SexF"	1.67576577019713	0	1.0341264969814	0.10513243180184	0.706318169070185	0.199212035387112	0.714180142638378	NA	"prevalence"	48	7
"f__Peptostreptococcaceae_256921 Family"	"Sex"	"F"	"SexF"	-1.41156101129054	0	0.838880872222843	0.0924386843711125	0.706318169070185	0.176332458373963	0.714180142638378	NA	"prevalence"	48	8
"g__Borkfalkia"	"Sex"	"F"	"SexF"	1.87431777232427	0	1.02471699445778	0.0673834716796692	0.706318169070185	0.130226411103734	0.714180142638378	NA	"prevalence"	48	8
"g__CAG-314"	"Sex"	"F"	"SexF"	1.16205824461443	0	0.726256018315154	0.109583734194761	0.706318169070185	0.0797583807927605	0.714180142638378	NA	"prevalence"	48	12
"g__Clostridium_J"	"Sex"	"F"	"SexF"	-1.03509310058954	0	0.648597479125667	0.110512366589213	0.706318169070185	0.208811750009277	0.714180142638378	NA	"prevalence"	48	14
"g__Eubacterium_R"	"Sex"	"F"	"SexF"	1.67576577019713	0	1.0341264969814	0.10513243180184	0.706318169070185	0.043438510754613	0.714180142638378	NA	"prevalence"	48	7
"g__Lachnotalea"	"Sex"	"F"	"SexF"	-1.79762627389655	0	1.03710978066474	0.0830416942776399	0.706318169070185	0.00611155720653127	0.241406509657985	NA	"prevalence"	48	6
"g__Lactobacillus"	"Sex"	"F"	"SexF"	1.15729148427565	0	0.66747225910153	0.0829461085628753	0.706318169070185	0.159012160200026	0.714180142638378	NA	"prevalence"	48	15
"g__Laedolimicola"	"Sex"	"F"	"SexF"	1.15729148427565	0	0.66747225910153	0.0829461085628755	0.706318169070185	0.159012160200027	0.714180142638378	NA	"prevalence"	48	15
"g__Lawsonibacter"	"Sex"	"F"	"SexF"	1.16205824461443	0	0.726256018315154	0.109583734194761	0.706318169070185	0.207158873589455	0.714180142638378	NA	"prevalence"	48	12
"g__Lepagella"	"Sex"	"F"	"SexF"	0.982201101816567	0	0.591361921548807	0.096730785567483	0.706318169070185	0.184104726258464	0.714180142638378	NA	"prevalence"	48	26
"g__Parasutterella_564865"	"Sex"	"F"	"SexF"	-3.59998916307191	0	2.14429055850937	0.0931770121512708	0.706318169070185	0.177672068709104	0.714180142638378	NA	"prevalence"	48	41
"g__Romboutsia_E"	"Sex"	"F"	"SexF"	-1.79762627389655	0	1.03710978066474	0.0830416942776397	0.706318169070185	0.159187465566778	0.714180142638378	NA	"prevalence"	48	6
"g__Thomasclavelia"	"Sex"	"F"	"SexF"	-1.21706731378085	0	0.743432329917129	0.101611193415377	0.706318169070185	0.192897552203457	0.714180142638378	NA	"prevalence"	48	10
"o__Lachnospirales Order"	"Sex"	"F"	"SexF"	1.87431777232427	0	1.02471699445778	0.0673834716796692	0.706318169070185	0.130226411103734	0.714180142638378	NA	"prevalence"	48	8
"f__Coprobacillaceae Family"	"Sex"	"F"	"SexF"	-1.84598847537491	-0.241182201688825	1.02680958471973	0.201317116422877	0.717931853305103	0.297462951234381	0.714180142638378	NA	"abundance"	48	16
"f__Muribaculaceae Family"	"Sex"	"F"	"SexF"	1.08147198605725	-0.241182201688825	1.07702182707401	0.212101964386307	0.717931853305103	0.379216685476084	0.738501299919716	NA	"abundance"	48	9
"g__Adlercreutzia_A_404199"	"Sex"	"F"	"SexF"	1.36259784534983	-0.241182201688825	1.35008287299423	0.221965818177809	0.717931853305103	0.32121946121618	0.714180142638378	NA	"abundance"	48	11
"g__Akkermansia"	"Sex"	"F"	"SexF"	0.161417446277367	-0.241182201688825	0.378281771411681	0.204379462492362	0.717931853305103	0.366987960296058	0.738501299919716	NA	"abundance"	48	44
"g__Bifidobacterium_388775"	"Sex"	"F"	"SexF"	-1.40153773245503	-0.241182201688825	0.652001514891717	0.178689570822224	0.717931853305103	0.325449178923818	0.714180142638378	NA	"abundance"	48	24
